DateTime,IUCR,Arrest,Domestic,Beat,District,Ward,Community,Year
07/02/2002 11:30:00 PM,0460,true,true,1712,017,39,14,2002
07/02/2002 11:30:00 PM,0560,false,false,0422,004,7,46,2002
07/02/2002 11:30:00 PM,1320,false,false,0932,009,16,61,2002
07/02/2002 11:30:00 PM,0313,false,false,2412,024,50,2,2002
07/02/2002 11:35:00 PM,0930,true,false,0925,009,11,60,2002
07/02/2002 11:36:09 PM,051A,false,true,0511,005,9,49,2002
07/02/2002 11:41:30 PM,0430,false,false,0724,007,17,68,2002
07/02/2002 11:43:00 PM,041A,false,false,0423,004,10,46,2002
07/02/2002 11:43:27 PM,0820,true,false,0124,001,42,32,2002
07/02/2002 11:45:00 PM,0486,false,true,0332,003,5,43,2002
07/02/2002 11:45:00 PM,0486,false,true,0735,007,17,67,2002
07/02/2002 11:45:00 PM,031A,false,false,2412,024,50,2,2002
07/02/2002 11:45:00 PM,0560,false,false,2222,022,21,73,2002
07/02/2002 11:46:08 PM,0486,true,false,0832,008,15,66,2002
07/02/2002 11:47:00 PM,1812,true,false,0513,005,34,49,2002
07/02/2002 11:48:34 PM,0486,false,true,2532,025,37,25,2002
07/02/2002 11:49:00 PM,0460,false,false,0423,004,7,46,2002
07/02/2002 11:50:00 PM,2027,true,false,2422,024,49,1,2002
07/02/2002 11:50:04 PM,1310,false,false,0814,008,23,56,2002
07/02/2002 11:55:00 PM,0560,true,true,1834,018,42,8,2002
07/02/2002 11:56:14 PM,0460,false,false,1823,018,27,8,2002
07/02/2002 11:57:00 PM,041A,false,false,1533,015,28,25,2002
07/02/2002 11:58:00 PM,4387,true,true,0814,008,23,56,2002
07/03/2002 12:00:00 AM,0810,false,false,0511,005,8,50,2002
07/03/2002 12:00:00 AM,0820,false,false,1821,018,43,8,2002
07/03/2002 12:00:00 AM,0890,false,false,1622,016,45,11,2002
07/03/2002 12:00:00 AM,0820,false,false,2132,002,5,41,2002
07/03/2002 12:00:00 AM,051A,true,true,0935,009,11,61,2002
07/03/2002 12:00:00 AM,0820,false,false,1811,018,32,7,2002
07/03/2002 12:00:00 AM,1152,false,false,1822,018,27,8,2002
