DateTime,IUCR,Arrest,Domestic,Beat,District,Ward,Community,Year
1/1/2013 1:00,5002,FALSE,TRUE,2424,24,49,1,2013
1/1/2013 1:00,0820,FALSE,FALSE,835,8,18,70,2013
1/1/2013 1:00,0486,FALSE,TRUE,1634,16,30,15,2013
1/1/2013 1:00,0430,FALSE,FALSE,824,8,16,63,2013
1/1/2013 1:00,1320,FALSE,FALSE,533,5,9,54,2013
1/1/2013 1:00,0890,FALSE,FALSE,1834,18,42,8,2013
1/1/2013 1:00,0486,FALSE,TRUE,2432,24,49,1,2013
1/1/2013 1:00,0890,FALSE,FALSE,1224,12,27,28,2013
1/1/2013 1:00,1320,FALSE,TRUE,614,6,21,71,2013
1/1/2013 1:00,0430,FALSE,FALSE,1822,18,32,8,2013
1/1/2013 1:02,0486,TRUE,TRUE,1913,19,46,3,2013
1/1/2013 1:04,143A,TRUE,FALSE,712,7,16,68,2013
1/1/2013 1:04,1310,FALSE,FALSE,935,9,3,37,2013
1/1/2013 1:05,2250,TRUE,FALSE,1812,18,43,7,2013
1/1/2013 1:05,0460,FALSE,FALSE,1833,18,42,8,2013
1/1/2013 1:06,5011,TRUE,FALSE,1222,12,27,27,2013
1/1/2013 1:07,2820,FALSE,TRUE,423,4,7,46,2013
1/1/2013 1:09,031A,FALSE,FALSE,823,8,15,66,2013
1/1/2013 1:10,2825,FALSE,TRUE,812,8,13,64,2013
1/1/2013 1:10,1320,FALSE,FALSE,1414,14,35,22,2013
1/1/2013 1:10,0430,FALSE,FALSE,1533,15,24,25,2013
1/1/2013 1:10,0453,TRUE,FALSE,1834,18,42,8,2013
1/1/2013 1:12,0460,FALSE,FALSE,2532,25,37,25,2013
1/1/2013 1:14,0486,TRUE,TRUE,922,9,12,58,2013
1/1/2013 1:15,0460,FALSE,FALSE,111,1,42,32,2013
1/1/2013 1:15,0486,FALSE,TRUE,323,3,6,69,2013
1/1/2013 1:15,1310,TRUE,FALSE,1833,18,42,8,2013
1/1/2013 1:15,1310,FALSE,TRUE,213,2,3,38,2013
1/1/2013 1:16,5011,FALSE,FALSE,1533,15,28,25,2013
1/1/2013 1:16,041A,FALSE,FALSE,1533,15,28,25,2013
1/1/2013 1:20,0486,FALSE,FALSE,1812,18,43,7,2013
1/1/2013 1:24,1477,TRUE,FALSE,321,3,20,42,2013
1/1/2013 1:24,0810,FALSE,FALSE,2511,25,36,19,2013
1/1/2013 1:25,0454,TRUE,FALSE,1731,17,38,15,2013
1/1/2013 1:25,143A,TRUE,FALSE,2532,25,37,25,2013
1/1/2013 1:25,4625,TRUE,FALSE,215,2,3,38,2013
1/1/2013 1:26,143A,TRUE,FALSE,1522,15,29,25,2013
1/1/2013 1:30,0820,FALSE,FALSE,1924,19,44,6,2013
1/1/2013 1:30,0281,FALSE,FALSE,634,6,21,49,2013
1/1/2013 1:30,0460,FALSE,FALSE,524,5,34,53,2013
1/1/2013 1:30,0460,FALSE,FALSE,2523,25,30,21,2013
1/1/2013 1:30,0486,FALSE,TRUE,1411,14,1,21,2013
1/1/2013 1:30,1320,FALSE,FALSE,1722,17,39,16,2013
1/1/2013 1:30,031A,FALSE,FALSE,1512,15,29,25,2013
1/1/2013 1:30,0486,FALSE,TRUE,734,7,17,67,2013
1/1/2013 1:30,1310,FALSE,FALSE,634,6,6,49,2013
1/1/2013 1:30,1150,FALSE,FALSE,1824,18,42,8,2013
1/1/2013 1:30,0460,TRUE,FALSE,1414,14,35,22,2013
1/1/2013 1:30,1310,FALSE,FALSE,1935,19,43,7,2013
1/1/2013 1:30,0460,FALSE,FALSE,1831,18,42,8,2013
1/1/2013 1:30,0890,FALSE,FALSE,1235,12,25,31,2013
1/1/2013 1:30,0820,FALSE,FALSE,1832,18,42,8,2013
1/1/2013 1:35,1310,FALSE,FALSE,1722,17,38,16,2013
1/1/2013 1:35,0486,FALSE,TRUE,1522,15,29,25,2013
1/1/2013 1:35,1310,FALSE,FALSE,1423,14,26,24,2013
1/1/2013 1:35,0486,FALSE,TRUE,2514,25,30,19,2013
1/1/2013 1:35,0454,TRUE,FALSE,621,6,17,44,2013
1/1/2013 1:37,1755,FALSE,TRUE,734,7,17,67,2013
1/1/2013 1:38,1310,FALSE,FALSE,1722,17,38,16,2013
1/1/2013 1:39,143A,TRUE,FALSE,1133,11,24,29,2013
1/1/2013 1:40,0430,FALSE,FALSE,1723,17,39,14,2013
1/1/2013 1:40,0486,FALSE,FALSE,2512,25,29,19,2013
1/1/2013 1:45,0820,FALSE,FALSE,1623,16,45,15,2013
1/1/2013 1:45,0820,FALSE,FALSE,225,2,20,40,2013
1/1/2013 1:45,0486,FALSE,TRUE,2515,25,37,19,2013
1/1/2013 1:45,0460,FALSE,FALSE,1431,14,1,22,2013
1/1/2013 1:45,051A,FALSE,FALSE,1532,15,28,25,2013
1/1/2013 1:45,1310,FALSE,FALSE,1832,18,42,8,2013
1/1/2013 1:46,1460,TRUE,FALSE,423,4,7,46,2013
1/1/2013 1:48,143A,TRUE,FALSE,631,6,6,44,2013
1/1/2013 1:50,0486,FALSE,TRUE,431,4,7,51,2013
1/1/2013 1:50,0486,FALSE,TRUE,2525,25,26,22,2013
1/1/2013 1:55,041A,FALSE,FALSE,2213,22,21,73,2013
1/1/2013 1:55,1340,FALSE,FALSE,1424,14,1,24,2013
1/1/2013 1:58,2825,FALSE,FALSE,212,2,4,35,2013
